id,section,row,column,group,group_index,x_warp,y_warp,x_image,y_image,visible_score
bottom_pos_08,power_rail,bottom_pos,8,1,3,261.474,383.013,512.69,697.478,65.605
bottom_pos_09,power_rail,bottom_pos,9,1,4,282.682,383.013,533.822,697.546,65.58
bottom_pos_10,power_rail,bottom_pos,10,2,0,325.098,383.013,576.069,697.681,70.531
bottom_pos_11,power_rail,bottom_pos,11,2,1,346.306,383.013,597.184,697.748,75.889
bottom_pos_12,power_rail,bottom_pos,12,2,2,367.514,383.013,618.293,697.816,48.593
bottom_pos_13,power_rail,bottom_pos,13,2,3,388.722,383.013,639.396,697.883,69.741
bottom_pos_14,power_rail,bottom_pos,14,2,4,409.93,383.013,660.493,697.951,75.062
bottom_pos_15,power_rail,bottom_pos,15,3,0,452.346,383.013,702.671,698.086,59.123
bottom_pos_16,power_rail,bottom_pos,16,3,1,473.554,383.013,723.751,698.153,69.099
bottom_pos_17,power_rail,bottom_pos,17,3,2,494.762,383.013,744.826,698.22,69.901
bottom_pos_18,power_rail,bottom_pos,18,3,3,515.97,383.013,765.894,698.288,75.284
bottom_pos_19,power_rail,bottom_pos,19,3,4,537.178,383.013,786.957,698.355,63.864
bottom_pos_20,power_rail,bottom_pos,20,4,0,579.593,383.013,829.066,698.49,72.407
bottom_pos_21,power_rail,bottom_pos,21,4,1,600.801,383.013,850.112,698.557,64.765
bottom_pos_22,power_rail,bottom_pos,22,4,2,622.009,383.013,871.152,698.624,65.309
bottom_pos_23,power_rail,bottom_pos,23,4,3,643.217,383.013,892.186,698.692,60.037
bottom_pos_24,power_rail,bottom_pos,24,4,4,664.425,383.013,913.215,698.759,63.457
bottom_pos_25,power_rail,bottom_pos,25,5,0,706.841,383.013,955.255,698.893,64.358
bottom_pos_26,power_rail,bottom_pos,26,5,1,728.049,383.013,976.266,698.96,64.012
bottom_pos_27,power_rail,bottom_pos,27,5,2,749.257,383.013,997.272,699.027,63.716
bottom_pos_28,power_rail,bottom_pos,28,5,3,770.465,383.013,1018.272,699.095,67.037
bottom_pos_29,power_rail,bottom_pos,29,5,4,791.673,383.013,1039.266,699.162,64.519
bottom_pos_30,power_rail,bottom_pos,30,6,0,834.089,383.013,1081.238,699.296,67.889
bottom_pos_31,power_rail,bottom_pos,31,6,1,855.297,383.013,1102.215,699.363,62.889
bottom_pos_32,power_rail,bottom_pos,32,6,2,876.505,383.013,1123.186,699.43,57.136
bottom_pos_33,power_rail,bottom_pos,33,6,3,897.713,383.013,1144.152,699.497,61.383
bottom_pos_34,power_rail,bottom_pos,34,6,4,918.921,383.013,1165.112,699.564,62.235
bottom_pos_35,power_rail,bottom_pos,35,7,0,961.337,383.013,1207.015,699.698,62.568
bottom_pos_36,power_rail,bottom_pos,36,7,1,982.545,383.013,1227.958,699.765,61.296
bottom_pos_37,power_rail,bottom_pos,37,7,2,1003.752,383.013,1248.895,699.832,61.889
bottom_pos_38,power_rail,bottom_pos,38,7,3,1024.96,383.013,1269.827,699.899,60.395
bottom_pos_39,power_rail,bottom_pos,39,7,4,1046.168,383.013,1290.753,699.966,56.79
bottom_pos_40,power_rail,bottom_pos,40,8,0,1088.584,383.013,1332.587,700.1,51.617
bottom_pos_41,power_rail,bottom_pos,41,8,1,1109.792,383.013,1353.496,700.166,54.951
bottom_pos_42,power_rail,bottom_pos,42,8,2,1131.0,383.013,1374.399,700.233,56.778
bottom_pos_43,power_rail,bottom_pos,43,8,3,1152.208,383.013,1395.297,700.3,48.037
bottom_pos_44,power_rail,bottom_pos,44,8,4,1173.416,383.013,1416.189,700.367,45.494
bottom_pos_45,power_rail,bottom_pos,45,9,0,1215.832,383.013,1457.955,700.5,49.827
bottom_pos_46,power_rail,bottom_pos,46,9,1,1237.04,383.013,1478.83,700.567,50.173
bottom_pos_47,power_rail,bottom_pos,47,9,2,1258.248,383.013,1499.699,700.634,41.753
bottom_pos_48,power_rail,bottom_pos,48,9,3,1279.456,383.013,1520.563,700.701,40.728
bottom_pos_49,power_rail,bottom_pos,49,9,4,1300.664,383.013,1541.421,700.767,21.765
bottom_neg_00,power_rail,bottom_neg,0,0,0,70.603,403.595,319.686,719.072,49.506
bottom_neg_01,power_rail,bottom_neg,1,0,1,91.811,403.595,340.975,719.137,51.605
bottom_neg_02,power_rail,bottom_neg,2,0,2,113.019,403.595,362.259,719.202,58.074
bottom_neg_03,power_rail,bottom_neg,3,0,3,134.227,403.595,383.537,719.267,56.198
bottom_neg_04,power_rail,bottom_neg,4,0,4,155.434,403.595,404.809,719.332,61.444
bottom_neg_05,power_rail,bottom_neg,5,1,0,197.85,403.595,447.335,719.462,55.173
bottom_neg_06,power_rail,bottom_neg,6,1,1,219.058,403.595,468.59,719.527,56.679
bottom_neg_07,power_rail,bottom_neg,7,1,2,240.266,403.595,489.839,719.591,55.593
bottom_neg_08,power_rail,bottom_neg,8,1,3,261.474,403.595,511.081,719.656,53.691
bottom_neg_09,power_rail,bottom_neg,9,1,4,282.682,403.595,532.318,719.721,58.691
bottom_neg_10,power_rail,bottom_neg,10,2,0,325.098,403.595,574.775,719.851,61.877
bottom_neg_11,power_rail,bottom_neg,11,2,1,346.306,403.595,595.995,719.916,61.506
bottom_neg_12,power_rail,bottom_neg,12,2,2,367.514,403.595,617.208,719.98,84.765
bottom_neg_13,power_rail,bottom_neg,13,2,3,388.722,403.595,638.416,720.045,57.568
bottom_neg_14,power_rail,bottom_neg,14,2,4,409.93,403.595,659.618,720.11,57.914
bottom_neg_15,power_rail,bottom_neg,15,3,0,452.346,403.595,702.005,720.239,67.506
bottom_neg_16,power_rail,bottom_neg,16,3,1,473.554,403.595,723.19,720.304,67.321
bottom_neg_17,power_rail,bottom_neg,17,3,2,494.762,403.595,744.369,720.369,69.926
bottom_neg_18,power_rail,bottom_neg,18,3,3,515.97,403.595,765.542,720.433,69.469
bottom_neg_19,power_rail,bottom_neg,19,3,4,537.178,403.595,786.709,720.498,56.63
bottom_neg_20,power_rail,bottom_neg,20,4,0,579.593,403.595,829.027,720.627,64.728
bottom_neg_21,power_rail,bottom_neg,21,4,1,600.801,403.595,850.177,720.692,72.815
bottom_neg_22,power_rail,bottom_neg,22,4,2,622.009,403.595,871.321,720.756,65.84
bottom_neg_23,power_rail,bottom_neg,23,4,3,643.217,403.595,892.459,720.821,64.346
bottom_neg_24,power_rail,bottom_neg,24,4,4,664.425,403.595,913.592,720.886,59.543
bottom_neg_25,power_rail,bottom_neg,25,5,0,706.841,403.595,955.84,721.015,50.259
bottom_neg_26,power_rail,bottom_neg,26,5,1,728.049,403.595,976.955,721.079,51.679
bottom_neg_27,power_rail,bottom_neg,27,5,2,749.257,403.595,998.064,721.143,57.889
bottom_neg_28,power_rail,bottom_neg,28,5,3,770.465,403.595,1019.168,721.208,53.284
bottom_neg_29,power_rail,bottom_neg,29,5,4,791.673,403.595,1040.266,721.272,43.296
bottom_neg_30,power_rail,bottom_neg,30,6,0,834.089,403.595,1082.444,721.401,46.877
bottom_neg_31,power_rail,bottom_neg,31,6,1,855.297,403.595,1103.525,721.466,51.58
bottom_neg_32,power_rail,bottom_neg,32,6,2,876.505,403.595,1124.6,721.53,55.531
bottom_neg_33,power_rail,bottom_neg,33,6,3,897.713,403.595,1145.669,721.594,65.716
bottom_neg_34,power_rail,bottom_neg,34,6,4,918.921,403.595,1166.732,721.659,47.556
bottom_neg_35,power_rail,bottom_neg,35,7,0,961.337,403.595,1208.842,721.787,52.025
bottom_neg_36,power_rail,bottom_neg,36,7,1,982.545,403.595,1229.888,721.852,55.802
bottom_neg_37,power_rail,bottom_neg,37,7,2,1003.752,403.595,1250.928,721.916,51.049
bottom_neg_38,power_rail,bottom_neg,38,7,3,1024.96,403.595,1271.963,721.98,49.889
bottom_neg_39,power_rail,bottom_neg,39,7,4,1046.168,403.595,1292.992,722.044,46.346
bottom_neg_40,power_rail,bottom_neg,40,8,0,1088.584,403.595,1335.032,722.173,49.395
bottom_neg_41,power_rail,bottom_neg,41,8,1,1109.792,403.595,1356.044,722.237,49.21
bottom_neg_42,power_rail,bottom_neg,42,8,2,1131.0,403.595,1377.05,722.301,44.321
bottom_neg_43,power_rail,bottom_neg,43,8,3,1152.208,403.595,1398.05,722.365,44.136
bottom_neg_44,power_rail,bottom_neg,44,8,4,1173.416,403.595,1419.045,722.429,39.198
bottom_neg_45,power_rail,bottom_neg,45,9,0,1215.832,403.595,1461.017,722.557,45.049
bottom_neg_46,power_rail,bottom_neg,46,9,1,1237.04,403.595,1481.994,722.621,46.432
bottom_neg_47,power_rail,bottom_neg,47,9,2,1258.248,403.595,1502.966,722.685,42.074
bottom_neg_48,power_rail,bottom_neg,48,9,3,1279.456,403.595,1523.932,722.749,36.815
bottom_neg_49,power_rail,bottom_neg,49,9,4,1300.664,403.595,1544.892,722.813,25.272
